This file was created by using the 202510 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
194011,  -0.64,   1.07,   2.41,  -3.50,  -0.74,  -0.16
194012,  -7.85,  -1.67,   0.81,  -0.31,  -0.73,   1.17
194101,  10.09,  -1.68,  -2.69,  -1.96,  -4.22,  -4.97
194102,  -2.98,  -1.59,  -2.13,  -2.00,  -1.47,  -1.71
194103,   1.55,   1.80,   2.78,   0.09,   0.39,   1.23
194104,  -7.88,  -6.38,  -2.79,  -8.32,  -5.32,  -4.23
194105,  -0.14,   0.86,   2.45,   0.02,   1.47,   1.49
194106,   7.73,   6.50,   7.34,   6.03,   5.67,   5.92
194107,  24.25,  13.71,  12.57,   8.08,   8.35,   9.70
194108,  -3.61,  -0.02,   0.09,  -1.33,   0.22,  -0.53
194109,  -2.59,  -2.94,  -2.55,  -0.11,  -1.66,  -1.84
194110,  -9.30,  -6.52,  -4.41,  -7.90,  -5.88,  -3.37
194111,  -7.58,  -4.19,  -1.73,  -4.06,  -2.33,  -0.21
194112, -13.49, -10.58, -10.03,  -6.51,  -3.98,  -5.42
194201,  29.08,  16.22,  19.52,   5.15,   3.14,   4.01
194202,  -1.29,  -1.47,  -1.26,  -2.46,  -2.24,  -1.82
194203,  -3.17,  -5.54,  -5.55,  -6.93,  -5.25,  -5.98
194204,  -4.28,  -4.27,  -3.43,  -3.63,  -6.08,  -4.60
194205,   2.78,   1.63,  -0.73,   8.83,   3.45,   2.40
194206,   3.20,   2.80,   1.12,   2.95,   2.77,   1.53
194207,   4.85,   4.80,   5.73,   2.75,   4.41,   4.76
194208,   4.19,   3.36,   2.75,   1.18,   1.98,   3.11
194209,   7.32,   4.54,   7.99,   3.69,   2.07,   3.47
194210,  17.10,   9.37,   7.63,   9.86,   7.65,   7.28
194211,  -2.56,   0.33,  -4.05,  -0.62,  -1.45,   0.13
194212,   1.66,   1.28,   2.16,   4.28,   5.48,   6.48
194301,  19.69,  19.06,  33.91,   9.85,   8.30,   8.73
194302,  25.78,  19.06,  10.47,   6.67,   6.89,   8.64
194303,  11.82,  12.36,  16.33,   7.86,   7.73,  11.48
194304,   1.22,   4.37,   9.50,  -0.99,   1.03,   6.84
194305,   7.12,   9.11,  15.30,   4.19,   5.64,  10.51
194306,   1.69,   1.64,  -0.76,   1.28,   2.57,  -0.10
194307,  -4.96,  -5.58,  -9.68,  -3.08,  -6.26, -10.19
194308,  -1.40,  -0.41,  -0.60,   0.32,   2.26,   1.23
194309,   2.10,   4.33,   5.16,   2.15,   3.21,   3.49
194310,   0.61,  -0.13,  -0.14,  -0.44,  -1.02,  -0.73
194311,  -8.78,  -9.29, -11.81,  -7.03,  -5.73, -11.54
194312,   9.70,   9.99,  12.62,   6.09,   8.21,  14.61
194401,   5.43,   6.11,   7.17,   2.51,   2.79,   2.33
194402,   1.35,   1.97,   3.20,   0.78,   0.87,   0.14
194403,   4.43,   3.61,   6.88,   1.76,   3.13,   5.19
194404,  -4.31,  -2.71,  -3.13,  -3.18,  -2.36,  -1.99
194405,   6.33,   6.87,   8.27,   4.35,   6.28,   7.25
194406,  20.38,  10.58,   9.15,  11.22,   7.19,   5.56
194407,  -2.62,  -0.69,  -1.05,  -1.42,  -1.05,  -1.83
194408,   1.46,   2.86,   6.79,   0.90,   2.06,   4.96
194409,   0.23,   0.82,  -0.84,   0.51,  -0.38,  -0.41
194410,  -0.79,   1.12,   0.09,   0.74,  -0.04,  -1.71
194411,   2.04,   3.02,   3.30,   1.85,   1.60,   2.25
194412,   8.59,   8.38,   8.39,   4.16,   5.09,   9.66
194501,   5.23,   4.03,   7.84,   3.28,   2.87,   2.86
194502,   8.38,   9.03,  11.46,   6.47,   7.33,   8.84
194503,  -4.46,  -6.51,  -8.11,  -3.57,  -4.88,  -6.21
194504,   6.74,   8.67,  10.64,   7.32,   8.89,  11.68
194505,   4.45,   3.61,   4.01,   2.30,   1.60,   2.46
194506,   4.94,   3.94,   7.28,   0.25,   0.79,   6.51
194507,  -3.51,  -3.40,  -4.09,  -2.57,  -2.34,  -5.26
194508,   5.18,   8.03,   4.98,   7.43,   7.58,   5.34
194509,   6.23,   7.10,   6.31,   5.33,   5.82,   7.57
194510,   8.14,   9.18,   7.32,   4.80,   4.55,   5.37
194511,  10.10,  11.42,  12.32,   5.61,   7.33,  11.02
194512,   3.31,   3.10,   2.55,   0.39,   2.01,   4.08
194601,   8.47,  12.88,  12.84,   6.09,   7.10,   9.25
194602,  -4.73,  -7.04,  -7.69,  -6.00,  -6.61,  -6.84
194603,   3.51,   4.90,   5.04,   6.14,   6.96,   8.91
194604,   3.10,   6.42,   7.58,   3.49,   4.87,   5.82
194605,   5.94,   6.91,   4.59,   4.90,   5.86,   4.63
194606,  -4.09,  -4.40,  -6.00,  -3.87,  -5.16,  -6.10
194607,  -5.21,  -5.01,  -3.13,  -3.23,  -3.73,  -3.28
194608,  -8.25,  -7.39,  -9.27,  -6.44,  -6.81,  -6.92
194609, -16.94, -14.68, -14.60, -13.15, -10.69, -11.46
194610,  -1.10,  -1.43,  -1.23,  -2.11,  -0.35,  -1.24
194611,  -0.89,   0.37,  -0.99,  -1.25,   0.67,  -0.09
194612,   3.87,   3.80,   4.17,   5.24,   5.87,   5.45
194701,   7.13,   3.71,   3.14,   5.63,   1.64,  -1.45
194702,  -0.60,  -0.16,   0.78,  -1.49,  -0.40,  -1.58
194703,  -5.44,  -3.12,  -1.84,  -4.35,  -1.93,  -1.36
194704, -12.47,  -8.36,  -6.41,  -9.30,  -6.73,  -5.54
194705,  -6.87,  -4.20,  -3.30,  -3.96,  -2.50,  -1.90
194706,   6.59,   6.43,   2.87,   5.77,   5.88,   5.60
194707,   7.62,   5.89,   6.35,   8.65,   5.55,   4.77
194708,  -3.54,  -1.06,   0.90,  -4.01,  -1.69,  -0.82
194709,   0.17,   1.33,   2.31,   0.63,  -0.33,   0.82
194710,   4.05,   3.52,   4.09,   2.47,   2.95,   3.08
194711,  -5.83,  -2.67,  -1.17,  -4.75,  -2.75,  -0.47
194712,  -0.24,   2.04,   4.30,   0.09,   2.69,   4.98
194801,   2.27,  -1.33,  -2.86,  -1.10,  -2.95,  -4.29
194802,  -7.84,  -5.58,  -7.10,  -6.79,  -4.65,  -4.94
194803,   9.31,   9.04,   9.94,  12.01,   8.21,  10.99
194804,   2.21,   4.17,   5.22,   2.30,   2.92,   6.44
194805,   9.83,   9.75,   9.25,   7.17,   7.14,   9.25
194806,  -3.83,  -2.42,   2.60,  -3.31,  -0.80,   0.00
194807,  -5.65,  -4.86,  -6.15,  -4.35,  -5.37,  -5.53
194808,  -1.58,  -0.63,  -0.08,   1.15,   0.25,   0.28
194809,  -5.27,  -3.72,  -5.43,  -4.36,  -3.34,  -4.32
194810,   4.13,   4.87,   6.58,   5.75,   4.96,   6.26
194811, -13.07,  -8.45, -12.01, -11.49,  -9.41, -10.56
194812,  -2.34,  -0.74,   3.26,   1.21,   2.63,   4.20
194901,   4.66,   2.18,   1.29,   1.72,   1.49,  -0.55
194902,  -5.42,  -5.33,  -5.47,  -3.56,  -2.18,  -3.31
194903,   7.46,   6.02,   7.44,   6.56,   4.61,   4.90
194904,  -4.52,  -2.89,  -1.61,  -5.68,  -3.44,  -1.34
194905,  -7.87,  -4.63,  -4.29,  -4.43,  -2.64,  -2.01
194906,  -0.80,  -1.89,  -1.30,   0.27,  -0.82,   0.09
194907,   6.99,   6.12,   6.37,   7.36,   6.41,   4.98
194908,   1.76,   2.98,   3.65,   2.72,   2.57,   2.14
194909,   5.99,   3.38,   4.60,   4.94,   3.59,   3.83
194910,   5.81,   4.33,   4.11,   2.19,   2.86,   3.05
194911,  -0.81,   0.67,   0.15,   0.24,   1.60,   2.91
194912,   8.91,   7.35,   7.57,   7.64,   5.56,   6.26
195001,   7.46,   4.21,   4.10,   4.14,   1.96,   2.59
195002,   2.22,   0.50,   3.10,  -0.43,   1.53,   2.37
195003,  -1.88,  -1.03,   0.41,   0.07,   0.26,   1.25
195004,   7.68,   4.91,   4.14,   3.86,   3.67,   4.28
195005,   3.21,   3.06,   2.97,   3.06,   3.44,   3.78
195006,  -6.99,  -7.91,  -9.83,  -6.46,  -6.12,  -8.47
195007,   5.95,   7.67,   8.40,   3.40,   3.68,   1.97
195008,   5.17,   4.62,   7.03,   3.04,   4.47,   6.24
195009,   5.76,   4.81,   4.72,   6.50,   5.45,   5.97
195010,  -0.94,  -0.08,   0.87,  -1.59,  -0.58,  -0.43
195011,   0.93,   2.88,   4.85,   0.40,   4.45,   5.74
195012,   8.32,   9.91,  13.00,   4.02,   7.18,   9.09
195101,   8.69,   8.09,   8.98,   6.47,   5.90,   7.52
195102,   1.75,   0.67,   0.94,   2.77,   0.95,   0.32
195103,  -2.39,  -3.47,  -5.90,  -1.32,  -3.07,  -4.58
195104,   1.54,   3.99,   5.53,   1.17,   4.68,   7.46
195105,  -3.52,  -2.70,  -3.42,  -1.01,  -2.46,  -2.06
195106,  -3.89,  -5.25,  -7.24,  -2.01,  -3.73,  -5.52
195107,   2.39,   4.66,   8.95,   4.26,   6.72,  11.27
195108,   5.17,   4.99,   6.82,   4.25,   4.12,   3.50
195109,   2.23,   2.32,   3.54,   0.81,   2.41,   2.33
195110,  -2.39,  -2.47,  -2.16,  -1.44,  -2.85,  -2.83
195111,  -0.62,   0.48,   0.84,   1.27,   1.53,   1.26
195112,   0.10,   0.40,   1.48,   1.94,   2.25,   3.06
195201,   1.12,   1.89,   2.38,   0.45,   1.77,   2.28
195202,  -2.25,  -1.20,  -2.67,  -3.01,  -1.27,  -2.67
195203,   1.38,   2.17,   3.35,   3.63,   3.13,   4.26
195204,  -4.26,  -3.93,  -5.37,  -4.18,  -3.63,  -5.69
195205,   1.34,   2.14,   2.56,   3.20,   2.77,   3.01
195206,   2.05,   3.49,   2.93,   3.10,   3.23,   3.70
195207,   0.52,   1.34,   0.93,   0.92,   1.41,   1.09
195208,  -0.17,   0.48,   0.46,  -0.32,  -0.15,  -0.19
195209,  -2.15,  -0.79,  -0.82,  -3.57,  -1.37,  -1.20
195210,  -2.48,  -1.36,   0.50,  -2.01,  -0.95,  -0.15
195211,   5.02,   5.12,   5.74,   6.02,   5.55,   6.45
195212,   0.83,   2.15,   2.81,   1.58,   3.15,   2.90
195301,   4.81,   3.72,   3.85,  -0.57,   0.91,   1.30
195302,   1.89,   1.94,   2.90,  -0.38,   0.24,   0.81
195303,  -1.46,  -1.11,  -1.51,  -0.78,  -0.35,  -1.50
195304,  -2.73,  -1.93,  -1.78,  -4.12,  -1.81,  -2.16
195305,  -0.04,   0.90,   1.24,  -0.27,   0.51,   1.42
195306,  -4.42,  -3.79,  -3.18,  -2.35,  -2.43,  -3.01
195307,   1.26,   1.39,   1.41,   1.73,   2.43,   1.95
195308,  -7.27,  -5.33,  -4.43,  -5.59,  -3.91,  -4.87
195309,  -3.94,  -1.67,  -0.41,  -0.99,  -0.28,   0.85
195310,   2.77,   2.98,   3.64,   3.94,   4.47,   4.59
195311,   1.30,   1.26,   2.48,   1.35,   2.86,   3.60
195312,  -5.77,  -1.67,   0.43,  -3.91,  -0.16,   1.56
195401,  11.58,   7.40,   3.84,   9.31,   6.03,   4.24
195402,   0.57,   0.76,   1.25,   0.67,   1.61,   2.58
195403,   1.80,   2.04,   4.09,   2.34,   2.75,   4.31
195404,  -0.74,   1.56,   2.15,  -1.89,   2.91,   3.91
195405,   5.56,   3.38,   4.28,   6.78,   4.09,   3.09
195406,   0.44,   1.70,   2.15,  -1.83,   1.46,   2.34
195407,   9.14,   6.90,   8.43,   4.75,   6.01,   6.84
195408,   0.25,   0.45,   0.03,  -1.91,  -1.96,  -2.35
195409,   3.49,   4.33,   4.26,   4.50,   4.09,   6.12
195410,  -1.30,  -0.14,  -0.35,  -1.53,  -1.46,   0.44
195411,   8.78,   8.24,   8.48,   8.56,   8.81,  11.62
195412,  12.22,  10.45,  10.57,   7.77,   6.13,   6.45
195501,   1.47,   2.29,   2.15,   0.29,  -0.02,   2.36
195502,   4.16,   4.69,   5.54,   2.69,   3.33,   5.20
195503,   0.19,   0.13,   0.11,  -0.64,  -0.23,   1.31
195504,   1.83,   2.46,   2.04,   2.57,   2.78,   1.97
195505,   0.99,   0.53,   0.24,   0.22,   1.42,   1.21
195506,   1.72,   3.30,   3.86,   3.22,   4.40,   4.30
195507,   1.59,   1.57,   0.62,   1.19,   0.24,  -0.12
195508,  -0.86,   0.06,   1.01,   0.07,   1.13,   1.82
195509,  -0.05,  -0.65,   0.79,  -1.62,  -1.90,  -0.89
195510,  -2.14,  -0.63,  -1.73,  -1.71,  -1.60,  -2.42
195511,   3.97,   4.40,   6.21,   5.00,   5.86,   8.28
195512,   2.86,   1.72,   2.76,   2.03,   1.78,   2.15
195601,  -0.53,  -1.60,  -1.75,  -2.65,  -2.21,  -3.92
195602,   2.23,   2.70,   4.20,   2.81,   3.36,   4.93
195603,   2.91,   4.87,   5.22,   3.86,   5.47,   8.34
195604,   0.20,   0.02,   1.58,  -1.68,  -0.31,   2.37
195605,  -4.05,  -3.76,  -4.33,  -3.30,  -3.32,  -5.38
195606,   0.22,   0.84,   2.35,   1.84,   2.51,   5.01
195607,   1.97,   2.90,   4.64,   3.63,   4.81,   5.74
195608,  -1.62,  -0.55,  -1.32,  -1.86,  -1.82,  -3.38
195609,  -3.62,  -1.99,  -2.44,  -3.21,  -4.04,  -5.57
195610,  -1.09,   1.19,   2.09,  -0.08,   0.63,   1.93
195611,  -0.75,   0.51,   1.79,  -1.27,   0.44,   2.45
195612,  -0.22,   1.00,   5.11,   1.16,   2.44,   4.59
195701,   4.00,   1.31,   0.60,   0.16,  -0.76,  -3.49
195702,  -3.43,  -1.97,  -2.21,  -2.18,  -1.11,  -2.87
195703,   1.67,   2.89,   1.52,   2.00,   2.27,   2.78
195704,   1.97,   1.58,   2.17,   1.98,   3.01,   4.61
195705,   1.38,   1.54,   1.11,   3.31,   2.43,   3.31
195706,  -0.96,   0.43,   0.21,  -0.69,  -2.14,  -0.76
195707,   0.70,   0.74,  -0.08,   0.03,   0.93,   0.10
195708,  -6.06,  -3.03,  -4.69,  -6.39,  -3.80,  -6.03
195709,  -6.56,  -4.40,  -4.86,  -6.35,  -4.56,  -5.17
195710, -10.19,  -5.97,  -7.65,  -6.19,  -4.57,  -4.10
195711,   0.19,   0.40,   2.19,   2.39,   2.14,   5.51
195712,  -9.63,  -4.29,  -2.29,  -9.21,  -3.42,  -0.49
195801,  18.85,  11.38,   7.42,  11.24,   8.61,   5.26
195802,  -3.77,  -0.24,   0.96,  -3.58,  -1.55,   1.19
195803,   4.65,   2.61,   4.20,   4.58,   2.78,   3.71
195804,   3.47,   2.50,   4.44,   2.12,   2.88,   3.65
195805,   4.81,   4.10,   4.11,   4.14,   3.53,   2.72
195806,   4.67,   2.93,   2.55,   3.88,   2.68,   2.69
195807,   7.60,   5.22,   4.06,   8.99,   5.71,   2.02
195808,   2.79,   3.69,   4.58,   2.38,   3.16,   1.67
195809,   6.98,   5.72,   4.72,   5.15,   4.17,   4.55
195810,   2.46,   2.61,   5.26,   0.47,   2.94,   5.33
195811,   3.85,   4.57,   5.54,   3.23,   3.20,   5.11
195812,   4.41,   3.39,   2.98,   4.50,   4.06,   4.17
195901,   5.68,   7.82,   4.96,   2.39,   2.22,   1.96
195902,   1.78,   3.44,   3.98,   1.38,   1.84,   4.79
195903,   1.04,   2.42,   1.89,   0.07,   0.29,   1.82
195904,   0.88,   1.59,   3.61,   1.15,   2.50,   6.43
195905,   0.58,   0.56,   0.58,   0.23,   1.57,   1.07
195906,  -1.54,   0.59,   1.20,  -0.70,   0.04,   3.63
195907,   2.80,   2.29,   4.38,   2.88,   3.27,   3.02
195908,  -0.71,  -1.15,  -2.70,  -1.59,  -0.66,  -2.19
195909,  -4.07,  -3.87,  -4.73,  -5.64,  -4.53,  -4.37
195910,   0.57,   1.05,   4.10,   0.29,   1.20,   5.65
195911,  -0.09,   1.82,   2.05,   1.40,   1.11,   3.02
195912,   1.40,   2.71,   3.39,   1.45,   2.04,   2.13
196001,  -0.50,  -1.68,  -4.62,  -4.52,  -4.91,  -7.45
196002,  -0.26,   0.68,   1.65,  -1.64,   1.42,   2.76
196003,  -4.26,  -3.00,  -1.76,  -2.31,  -1.34,  -2.15
196004,  -4.51,  -2.20,  -1.10,  -2.77,  -0.79,  -0.80
196005,  -0.07,   1.26,   3.79,   1.09,   2.20,   5.06
196006,   0.88,   1.69,   2.87,   1.49,   2.34,   3.63
196007,  -2.03,  -0.87,  -2.27,  -1.52,  -1.65,  -2.73
196008,   4.97,   3.41,   4.77,   2.56,   2.97,   4.10
196009,  -8.36,  -5.25,  -4.88,  -5.57,  -5.37,  -6.16
196010,  -5.04,  -2.07,  -3.16,  -2.14,  -0.80,  -1.12
196011,   2.64,   2.92,   5.86,   4.18,   5.28,   6.83
196012,   2.69,   3.31,   3.15,   4.98,   4.04,   4.93
196101,  12.94,   7.33,   6.23,   9.27,   7.40,   5.35
196102,   6.43,   6.24,   8.67,   5.52,   4.54,   5.72
196103,   4.82,   6.16,   9.18,   3.25,   2.66,   4.65
196104,  -0.22,   2.11,   3.73,  -3.15,   0.29,   1.28
196105,   5.80,   3.96,   4.16,   4.79,   3.93,   3.10
196106,  -5.46,  -3.80,  -5.55,  -4.16,  -3.14,  -3.17
196107,   0.15,   0.61,   0.59,   1.56,   2.47,   1.29
196108,   0.80,   1.15,   1.99,   2.21,   3.02,   3.99
196109,  -4.24,  -2.82,  -2.67,  -3.98,  -1.37,  -2.55
196110,   0.01,   2.47,   3.54,   1.03,   2.48,   3.66
196111,   4.18,   4.91,   6.83,   3.67,   3.44,   5.59
196112,   0.40,  -0.14,   0.15,   1.08,  -0.46,  -2.47
196201,   2.36,   2.18,  -1.06,  -2.23,  -1.98,  -3.60
196202,   1.44,   2.28,   0.51,   0.30,   2.30,   1.24
196203,  -1.71,  -0.26,   0.61,  -2.01,  -0.02,  -0.27
196204,  -8.44,  -6.22,  -6.91,  -8.05,  -5.91,  -5.61
196205, -11.31,  -8.79, -10.38,  -9.45,  -8.62, -10.21
196206, -11.48,  -6.86,  -6.58, -12.75,  -8.25,  -5.68
196207,   7.68,   6.55,   6.75,   5.80,   5.18,   6.19
196208,   3.74,   3.44,   2.35,   3.07,   1.99,   2.35
196209,  -8.97,  -6.00,  -5.10,  -7.65,  -5.07,  -3.69
196210,  -4.74,  -3.02,  -2.98,  -1.19,  -0.19,  -0.76
196211,  19.74,  13.53,  10.94,  17.43,  12.27,   9.59
196212,  -5.80,  -1.68,   0.94,  -1.76,   0.68,   2.20
196301,  11.86,   9.06,   8.47,   6.64,   5.67,   5.48
196302,  -2.83,  -0.47,   0.94,  -3.65,  -1.68,  -0.88
196303,   0.75,   1.87,   2.47,   1.35,   2.64,   2.90
196304,   2.67,   3.84,   3.75,   4.17,   4.09,   4.55
196305,   3.72,   3.84,   5.10,   2.18,   2.26,   2.83
196306,  -1.68,  -1.95,  -0.94,  -2.38,  -1.59,  -1.05
196307,  -1.09,  -0.82,  -0.82,  -2.28,  -0.69,  -0.42
196308,   2.72,   3.40,   5.81,   5.47,   5.16,   6.49
196309,  -0.45,  -0.16,  -0.64,  -2.92,  -1.41,  -2.93
196310,   0.41,   1.45,   3.29,   0.83,   0.94,   2.70
196311,  -2.80,  -1.08,  -1.56,   0.01,  -0.78,  -0.60
196312,  -3.21,   0.06,  -0.37,  -0.21,   2.04,   2.67
196401,   5.37,   3.44,   3.55,  -0.17,   1.51,   2.26
196402,   2.90,   2.28,   2.87,   2.03,   1.92,   3.07
196403,   2.24,   3.75,   3.14,   1.76,   2.23,   3.36
196404,   0.46,   0.32,   0.05,  -0.74,   0.04,  -0.43
196405,  -0.97,   0.81,   1.41,   0.83,   1.52,   2.40
196406,   0.02,   1.18,   1.02,   1.99,   1.79,   1.22
196407,   2.86,   3.54,   3.38,   2.41,   3.05,   1.84
196408,  -0.41,  -0.30,  -0.73,  -0.12,  -0.77,  -1.35
196409,   4.31,   3.13,   4.43,   3.71,   3.07,   4.04
196410,   1.14,   2.72,   3.31,   1.56,   0.91,   2.03
196411,  -1.47,   1.20,   0.22,   0.12,   0.66,  -0.18
196412,  -2.56,  -1.14,  -1.77,   0.25,  -0.17,  -1.02
196501,   9.88,   7.08,   7.39,   4.84,   4.96,   5.21
196502,   3.59,   3.82,   3.71,   2.71,   1.80,   3.30
196503,   2.72,   1.07,   2.85,  -0.87,  -0.45,   0.25
196504,   4.03,   4.64,   5.37,   2.08,   2.58,   4.85
196505,  -1.17,  -0.72,   0.14,  -1.51,  -0.56,   0.06
196506,  -8.51,  -7.89, -10.54,  -5.72,  -6.14,  -8.42
196507,   1.61,   3.01,   4.37,   0.93,   1.97,   5.67
196508,   3.92,   3.40,   5.18,   3.73,   2.99,   5.90
196509,   1.21,   2.92,   4.06,   1.58,   2.38,   4.96
196510,   6.52,   6.77,   7.90,   3.03,   2.50,   5.61
196511,   4.14,   6.63,   6.97,   0.40,   0.92,   6.63
196512,   5.75,   5.22,   4.83,   2.63,   1.12,   2.65
196601,   9.14,   6.91,   8.88,  -0.12,   2.36,   4.90
196602,   3.41,   3.57,   6.78,  -2.65,  -0.61,   3.33
196603,  -0.45,  -0.63,  -0.20,  -2.19,  -2.05,  -0.97
196604,   1.12,   5.44,   8.81,   0.63,   3.17,   5.09
196605,  -8.01,  -7.77, -13.09,  -3.79,  -5.98,  -9.27
196606,  -1.44,  -0.85,   0.26,  -1.98,  -1.06,   2.14
196607,  -1.77,  -1.37,  -1.92,  -0.33,  -1.65,  -1.77
196608, -10.99,  -9.76, -12.08,  -7.20,  -8.04,  -9.63
196609,  -1.79,  -1.58,  -2.69,  -0.25,  -1.12,  -2.40
196610,  -3.58,  -1.28,  -4.91,   7.02,   4.06,  -1.83
196611,   4.89,   2.61,   5.43,   0.52,   1.78,   8.53
196612,   0.00,   1.60,   3.00,   3.41,   1.49,   1.56
196701,  26.59,  17.21,  16.34,  14.73,   9.18,   9.28
196702,   5.62,   5.06,   6.98,   0.06,   0.79,   1.47
196703,   5.00,   6.74,   8.29,   4.32,   4.76,   5.48
196704,   3.13,   4.47,   5.89,   3.92,   2.91,   4.95
196705,   0.21,  -0.21,  -0.39,  -2.09,  -2.43,  -2.42
196706,   8.00,   8.88,  15.21,   1.63,   2.74,   5.92
196707,  10.94,  10.09,   9.11,   5.89,   4.71,   6.04
196708,   2.37,   1.55,  -0.01,  -0.20,   0.41,  -1.08
196709,   6.12,   7.37,   9.25,   1.78,   2.87,   4.03
196710,  -2.41,  -1.31,  -0.15,  -5.20,  -5.13,  -1.10
196711,  -0.11,  -0.67,  -0.48,   0.59,   1.05,   1.65
196712,   5.46,   8.30,  12.59,   3.56,   3.43,   4.68
196801,   5.12,   5.35,   5.41,  -1.67,  -2.66,  -6.31
196802,  -4.52,  -4.98,  -7.85,  -2.23,  -3.29,  -7.16
196803,  -2.19,  -1.79,  -1.09,  -1.22,   0.25,   2.27
196804,  13.04,  12.69,  18.50,   8.47,   9.75,  14.92
196805,   9.34,   9.06,  14.47,   2.75,   3.71,   5.65
196806,   3.13,   2.53,   0.60,   2.71,   1.71,   0.03
196807,  -4.05,  -1.66,  -2.00,  -2.81,  -3.19,  -4.62
196808,   1.72,   4.19,   6.02,   1.33,   1.79,   3.51
196809,   7.03,   6.24,   8.49,   6.85,   4.08,   7.47
196810,   0.79,   1.64,   0.12,   1.61,   1.52,   0.49
196811,   6.94,   7.60,   7.53,   8.04,   6.13,   7.72
196812,   0.98,   3.09,   1.98,  -3.24,  -1.74,  -3.80
196901,   0.84,  -0.31,  -0.25,  -1.00,  -0.56,  -1.23
196902,  -9.76,  -8.12, -10.34,  -5.63,  -6.48,  -8.29
196903,  -0.59,   0.94,   4.02,   0.48,   1.62,   4.88
196904,  -0.93,  -0.18,   0.20,   1.11,   1.21,   3.47
196905,  -0.30,   0.20,   1.23,  -1.18,   0.44,   1.44
196906, -13.22, -11.60, -13.08,  -9.49,  -7.09,  -9.12
196907, -12.28,  -9.05, -10.72,  -9.46,  -5.51,  -6.83
196908,   4.81,   3.70,   6.37,   5.04,   3.64,   7.82
196909,  -3.81,  -2.14,  -1.61,  -4.25,  -2.02,  -1.37
196910,  13.05,   7.66,   7.81,   9.51,   6.93,   6.11
196911,  -8.18,  -5.73,  -3.79,  -5.89,  -4.46,  -2.15
196912, -11.56,  -8.10,  -4.86,  -5.40,  -2.87,  -0.22
197001,  -0.36,  -3.06,  -6.31,  -8.76,  -7.50,  -6.96
197002,   3.33,   3.29,   4.00,   3.77,   7.06,   6.26
197003,  -3.10,  -2.05,  -3.96,  -1.74,   1.50,  -2.07
197004, -19.22, -14.64, -19.60, -13.28, -10.81, -12.95
197005,  -8.71,  -9.77, -10.68,  -7.12,  -8.53,  -8.52
197006, -10.72,  -6.52,  -3.41, -11.11,  -6.22,  -2.38
197007,   4.34,   5.98,   6.07,   9.57,   9.00,   5.79
197008,   8.09,   5.53,   3.13,  11.13,   6.08,   3.44
197009,  19.65,  10.77,   9.28,  13.77,   5.53,   4.04
197010, -11.32,  -2.97,  -0.52,  -9.62,  -3.07,  -0.74
197011,  -3.60,   0.04,   2.50,   4.29,   4.74,   5.70
197012,   7.92,   9.38,   9.04,   8.32,   8.88,   5.75
197101,  20.97,  13.34,  10.20,  11.23,   6.87,   4.59
197102,   6.92,   4.11,   5.59,   1.25,   2.19,   1.43
197103,   5.47,   6.38,   6.95,   6.69,   3.62,   4.98
197104,   2.01,   2.31,   2.53,   4.02,   2.71,   4.92
197105,  -6.81,  -5.90,  -5.22,  -3.73,  -3.20,  -2.88
197106,  -4.47,  -2.91,  -0.53,  -0.03,  -0.14,   1.30
197107,  -5.70,  -5.23,  -7.27,  -3.35,  -3.69,  -5.89
197108,   1.84,   4.44,   5.93,   1.16,   5.54,   7.24
197109,  -2.80,  -0.55,   1.50,  -2.16,  -0.79,   0.39
197110,  -6.90,  -5.89,  -5.94,  -5.99,  -3.63,  -4.96
197111,  -5.26,  -3.95,  -3.17,  -2.29,  -0.86,  -0.71
197112,  13.40,  11.93,  12.83,  10.75,   9.42,  10.39
197201,  16.88,  11.75,  11.86,   2.03,   2.40,   4.33
197202,   3.90,   5.17,   5.24,   2.43,   2.08,   5.28
197203,  -1.51,   0.38,   0.56,  -0.68,   0.44,   1.38
197204,  -1.93,   0.81,   2.09,  -0.26,   0.13,   1.11
197205,  -4.05,  -2.50,  -2.20,  -1.52,  -0.76,   3.41
197206,  -4.09,  -3.37,  -3.37,  -3.96,  -2.39,  -2.40
197207,  -4.18,  -2.71,  -3.44,  -3.15,  -1.55,  -1.43
197208,   0.75,   0.82,  -0.61,   6.93,   3.71,   1.35
197209,  -4.53,  -3.04,  -3.30,  -3.41,  -1.79,  -1.66
197210,  -2.94,  -1.55,  -2.17,  -0.70,   1.55,  -0.02
197211,   4.73,   4.48,   4.01,  10.36,   7.28,   3.69
197212,  -5.35,  -1.92,  -0.32,  -3.19,  -0.89,   1.46
197301,  -3.37,  -2.28,  -4.16,  -8.84,  -5.74,  -4.12
197302,  -8.24,  -6.80,  -9.54,  -9.33,  -4.91,  -5.28
197303,  -3.96,  -2.82,  -0.56,  -2.34,  -2.91,  -0.58
197304,  -9.83,  -6.15,  -4.63, -11.18,  -6.18,  -4.00
197305, -11.73,  -9.25,  -6.15, -10.50,  -5.28,  -2.06
